Id,Name,Number,StreetAddress,City,Province,PostalCode,Latitude,Longitude,Phone,Website,Hours,SupplierType,Email,MondayOpen,MondayClose,TuesdayOpen,TuesdayClose,WednesdayOpen,WednesdayClose,ThursdayOpen,ThursdayClose,FridayOpen,FridayClose,SaturdayOpen,SaturdayClose,SundayOpen,SundayClose,Description,Facebook,Twitter,Instagram,PaymentMethods,LicenseeSales,SpecialEventsOrdering,OnSiteSpecialEvents,OnSiteKitchen,KegSales,SommelierOnStaff,OnlineOrdering,SpecialOrdering,DeliveryService,GrowlerFill,Theme,HeroTitle,HeroDescription,DisplayInventory,ALSAMember,AHLAMember,EstablishmentType
50687,LIQUOR STOP                             ,77396700,4612 50 STREET                          ,SANGUDO                                           ,AB,T0E 2A0   ,53.887352,-114.904413,(780) 785-3393  ,https://liquorstopsangudo.ca,,Liquor Store,liquorstop@hotmail.ca                   ,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,,"The Liquor Stop, Sangudo",,,"Cash, Visa, Debit, Mastercard",False,True,True,False,True,False,False,False,True,False,,,,,False,False,Liquor Store
50688,BEAVERLODGE MOTOR INN                   ,77399300,116 6A STREET                           ,BEAVERLODGE                                       ,AB,T0H 0C0   ,,,(780) 354-2291  ,,,Hotel,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Hotel
50689,11-ELEVEN LIQUOR                        ,77399400,207-97 CENTRE STREET                    ,LANGDON                                           ,AB,T0J 1X2   ,50.967538,-113.680795,(403) 936-5553  ,,,Liquor Store,1111cstores@gmail.com                   ,10:00am,10:30pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,11:00pm,10:00am,11:00pm,10:00am,9:30pm,RETAIL AND WHOLESALE LIQUOR STORE,,,,,True,True,True,False,True,False,False,False,True,False,,,,,False,False,Liquor Store
50690,COUNTRY BOYZ LIQUOR STORE               ,77399700,52404 RANGE ROAD 221                    ,ARDROSSAN                                         ,AB,T8E 2G7   ,53.512454,-113.124334,(780) 922-0651  ,www.countryboyzliquor.com,,Liquor Store,clinton@countryboyzliquor.com           ,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,,,,,,True,True,False,False,True,False,False,False,False,False,,,,,False,False,Liquor Store
50691,EAST VILLAGE LIQUOR STORE               ,77401200,121-395 LOUTIT ROAD                     ,FORT MCMURRAY                                     ,AB,T9K 0Z4   ,56.75269,-111.427311,(780) 880-7484  ,,,Liquor Store,eastvillageliquor@gmail.com             ,12:00pm,12:00am,12:00pm,12:00am,12:00pm,12:00am,12:00pm,12:00am,12:00pm,2:00am,12:00pm,2:00am,12:00pm,12:00am,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
50692,DUCHESS RESTAURANT                      ,77401800,102 RAILWAY AVENUE                      ,DUCHESS                                           ,AB,T0J 0Z0   ,,,(403) 378-2333  ,,,Restaurant,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Restaurant
50693,CRESCENT LIQUOR                         ,77402100,111-1311 CENTRE STREET NW               ,CALGARY                                           ,AB,T2E 2R5   ,,,(403) 452-2030  ,,,Liquor Store,montyparmar@gmail.com                   ,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,12:00am,Craft Beer Slection,,,,All,True,True,False,False,True,False,False,True,True,False,,,,,False,False,Liquor Store
50694,HILLVIEW PUB & WOODVALE PIZZA & STEAK   ,77402300,311 WOODVALE ROAD WEST NW               ,EDMONTON                                          ,AB,T6L 3Z7   ,,,(780) 462-0468  ,,,Restaurant,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Restaurant
50695,CORNERSTONE CO-OP LIQUOR @ WAINWRIGHT   ,77402400,2405 15 AVENUE                          ,WAINWRIGHT                                        ,AB,T9W 0A4   ,52.843977,-110.837021,(780) 842-6133  ,https://www.cornerstoneliquor.crs/sites/03/,,Liquor Store,jaime.flemke@cornerstone.crs            ,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,7:00pm,Liquor Store,,,,,True,True,False,False,True,True,False,True,True,False,,,,,False,False,Liquor Store
50696,TROUBLED MONK                           ,77402600,1-5551 45 STREET                        ,RED DEER                                          ,AB,T4N 1L2   ,,,(403) 358-6939  ,,,Distillery/Brewery,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Distillery/Brewery
50697,CROWN AND ANCHOR PUB                    ,77403100,VALLEY CENTRE MALL                      ,WHITECOURT                                        ,AB,T7S 1R9   ,,,(780) 778-1900  ,,,Restaurant,zainoon.halabi@hotmail.com              ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,False,False,Restaurant
50698,COLD ONES LIQUOR DISCOUNTER             ,77403300,12916 97 STREET NW                      ,EDMONTON                                          ,AB,T5E 4C3   ,53.587866,-113.492565,(780) 473-1400  ,,,Liquor Store,                                        ,12:00pm,12:00am,12:00pm,12:00am,12:00pm,12:00am,12:00pm,12:00am,12:00pm,12:00am,12:00pm,12:00am,12:00pm,12:00am,COLD ONES LIQUOR DISCOUNTER,,,,,True,True,False,False,True,False,False,True,False,False,,,,,False,False,Liquor Store
50699,FRIENDS 97 LIQUOR                       ,77404200,12455 97 STREET NW                      ,EDMONTON                                          ,AB,T5G 1Z6   ,53.580823,-113.491419,(780) 477-7995  ,,,Liquor Store,friends97liquor@gmail.com               ,11:00AM,12:00AM,11:00AM,12:00AM,11:00AM,12:00AM,11:00AM,12:00AM,11:00AM,12:00AM,11:00AM,12:00AM,11:00AM,12:00AM,,,,,"Debit, MasterCard, Visa",False,False,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
50700,RIMBEY LIQUOR MART                      ,77404800,4806 51 STREET                          ,RIMBEY                                            ,AB,T0C 2J0   ,52.638108,-114.242036,(403) 620-1228  ,,,Liquor Store,kwonyangeun@gmail.com                   ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Liquor Store
50701,COLOR DE VINO                           ,77405000,9606 82 AVENUE NW                       ,EDMONTON                                          ,AB,T6C 1A1   ,53.518349,-113.477064,(780) 439-9069  ,colordevino.ca,,Liquor Store,colordevino@gmail.com                   ,11:00am,7:00pm,11:00am,7:00pm,11:00am,7:00pm,11:00am,7:00pm,11:00am,8pm,11:00am,8:00pm,12:00pm,5:00pm,,,,,,False,False,False,False,False,True,True,False,True,False,,,,,True,False,Liquor Store
50702,AUJLA'S RESTAURANT BAR & GRILL          ,77405300,5110-55 SKYVIEW RANCH ROAD NE           ,CALGARY                                           ,AB,T3N 0E4   ,,,(403) 516-3999  ,,,Restaurant,northviewtap@gmail.com                  ,11:00am,11:45pm,11:00am,11:45pm,11:00am,11:45pm,11:00am,11:45pm,11:00am,11:45pm,11:00am,11:45pm,11:00am,11:45pm,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,False,False,Restaurant
50703,CAMP KINDLE                             ,77405800,CAMP KINDLE                             ,WATER VALLEY                                      ,AB,T0M 2E0   ,,,(403) 637-3975  ,,,Community Centre,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Community Centre
50704,CANADIAN LIQUOR STORE                   ,77406800,619 SHAWCLIFFE GATE SW                  ,CALGARY                                           ,AB,T2Y 1W1   ,50.911285,-114.074478,(403) 256-2730  ,,,Liquor Store,canadianliquor2@gmail.com               ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
50705,LOCAL LIQUOR STORE                      ,77406900,4234 66 STREET NW                       ,EDMONTON                                          ,AB,T6K 4A2   ,53.481423,-113.44428,(780) 761-1819  ,,,Liquor Store,vishal@liquorxs.ca                      ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,True,False,Liquor Store
50706,LAMONT LIQUOR STORE                     ,77407100,4808 51 STREET                          ,LAMONT                                            ,AB,T0B 2R0   ,53.759259,-112.785093,(780) 895-2331  ,,,Liquor Store,lamontliquor@shaw.ca                    ,10:00am,9:00pm,10:00am,9:00pm,10:00am,9p,10:00am,9p,10:00am,9p,10:00am,9p,11:00am,5p,,,,,"Cash, visa, mastercard, debit",False,True,False,False,True,False,False,True,False,False,,,,,False,False,Liquor Store
50708,ROYAL HOTEL                             ,77407300,4916 50 STREET                          ,PONOKA                                            ,AB,T0C 2H0   ,,,(403) 783-3707  ,,,Hotel,inki7272@gmail.com                      ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Hotel
50710,PARADISE INN & CONFERENCE CENTRE GRANDE ,77408700,PRAIRIE AIRPORT                         ,GRANDE PRAIRIE                                    ,AB,T8V 5M6   ,,,(780) 539-6000  ,,,Restaurant,majorsgroupgp@gmail.com                 ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Restaurant
50711,GRAND UNION HOTEL                       ,77408800,4924 50 STREET                          ,ATHABASCA                                         ,AB,T9S 1E3   ,,,(780) 984-4158  ,,,Hotel,grandunion14@gmail.com                  ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Hotel
50713,DOCKSIDE PUB                            ,77409400,10425 100 AVENUE NW                     ,EDMONTON                                          ,AB,T5J 0A3   ,,,(780) 421-8920  ,,,Restaurant,dbyaremchuk@gmail.com                   ,,,,,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,False,False,False,,,,,False,False,Restaurant
50714,SHERBROOKE PUB                          ,77409500,11827 ST ALBERT TRAIL NW                ,EDMONTON                                          ,AB,T5L 5B5   ,,,(780) 451-9180  ,,,Restaurant,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Restaurant
50715,MCLENNAN LIQUOR STORE                   ,77409600,114 CENTRE STREET                       ,MCLENNAN                                          ,AB,T0H 2L0   ,55.710517,-116.904567,(780) 324-3022  ,,,Liquor Store,leogiroux3939@gmail.com                 ,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,5:00pm,,,,,"Cash, cheque, debit, cc",False,True,False,False,True,True,False,True,True,False,,,,,False,False,Liquor Store
50716,INGLEWOOD OAK & VINE                    ,77413100,3-1139 9 AVENUE SE                      ,CALGARY                                           ,AB,T2G 0S8   ,51.041881,-114.036978,(403) 455-6333  ,http://www.oakandvine.ca,,Liquor Store,johnp@oakandvine.ca                     ,10:00AM,9:00PM,10:00AM,9:00PM,10:00AM,9:00PM,10:00AM,9:00PM,10:00AM,10:00PM,10:00AM,10:00PM,,7:00PM,"Craft beer, 8-tap Growler Bar,
Wine organized by Colour & Taste,
Premium Gin, Bourbon, Whisky",https://www.facebook.com/oakandvine,,,"Debit, MasterCard, Visa",True,True,True,False,True,True,False,True,False,False,,,,,False,False,Liquor Store
50717,TOMAHAWK LIQUOR                         ,77413400,4911 50 STREET                          ,TOMAHAWK                                          ,AB,T0E 2H0   ,53.394992,-114.763018,(780) 898-5844  ,,,Liquor Store,juniper1966@gmail.com                   ,11:00am,8:00pm,11:00am,8:00pm,11:00am,8:00pm,11:00am,8:00pm,11:00am,8:00pm,11:00am,8:00pm,11:00am,8:00pm,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
50718,HALF HITCH BREWING COMPANY              ,77417000,1-10 GRIFFIN INDUSTRIAL POINT           ,COCHRANE                                          ,AB,T4C 0A2   ,,,(403) 829-6802  ,,,Distillery/Brewery,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Distillery/Brewery
50719,CRESTOMERE STORE                        ,77417800,281005 HWY 53                           ,CRESTOMERE                                        ,AB,T4L 2N3   ,,,(403) 704-3076  ,,,General Store,crestomerefasgas@gmail.com              ,6:30am,9:00pm,6:30am,9:00pm,6:30am,9:00pm,6:30am,9:00pm,6:30am,9:00pm,7:30am,9:00pm,7:30am,9:00pm,"This Location is a Esso Convenience Store, that sells fuel which includes Gas and Diesel as well as propane tank exchange program, with a area to accommodate  liquor sales and  a Subway restaurant. We have live Fishing Bait as well as supplies. Hours of operation: 6:30 am-9:00 pm M-F. 7:30 am-9:00 pm Sat-Sun.",,,,"Cash,Credit Card or debit. American Express is welcome.",False,False,False,False,False,False,False,False,False,False,,,,,False,False,General Store
50721,CORK FINE WINE  LIQUOR & ALE            ,77420200,183-250 6 AVENUE SW                     ,CALGARY                                           ,AB,T2P 3H7   ,51.047974,-114.067292,(403) 294-1310  ,https://corkfinewines.ca/,,Liquor Store,matt@corkfinewines.ca                   ,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,10:00am,6:00pm,CLOSED,,CLOSED,,"Team Cork has ~70 years of professional wine experience between our 4 staff members. We taste over 1500 wines in any given year, weeding out mediocrity and zeroing in on excellence. One of our most popular requests is to help our customers break out of their normal wine routine. 
We specialize in bottles from small production, family-owned wineries, Alberta craft beer, and artisanal spirits. 

We also offer:
-In-Store & Office/Home Tastings
-Custom Gift Baskets
-Bartending Services & Event Staff
-Wedding Supplies
-Rare/hard to find wines

We're located inside Bow Valley Square, on the main floor, across from Best of 7 Barbers. Enter through the West doors of the Bow Valley Sq complex, between 5 & 6 Ave on 2nd ST.",,,https://instagram.com/corkfinewineyyc,,False,True,True,False,False,True,True,True,True,False,Theme 1,,,False,False,False,Liquor Store
50722,CHICAGO PUB & GRILL                     ,77420600,4214C 17 AVENUE SE                      ,CALGARY                                           ,AB,T2A 0T2   ,,,(587) 707-2830  ,,,Restaurant,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Restaurant
50724,11 STAR LIQUOR                          ,77422200,A-109 CENTRE STREET SE                  ,HIGH RIVER                                        ,AB,T1V 1M5   ,50.581546,-113.87141,(403) 652-1019  ,,,Liquor Store,phbrive@hotmail.com                     ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Liquor Store
50725,SHADOW CREEK RESORT INC.                ,77422700,11 PEACE RIVER AVENUE                   ,JOUSSARD                                          ,AB,T0G 1L0   ,,,(780) 776-0002  ,,,General Store,booking@shadowcreekresort.ca            ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,General Store
50726,INNISFAIL LIQUOR STORE                  ,77424200,4919 47 AVENUE                          ,INNISFAIL                                         ,AB,T4G 1N8   ,52.027056,-113.943675,(403) 309-8913  ,www.centralalbertaliquor.crs,,Liquor Store,t.salomons@centralab.coop               ,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,8:00pm,,,,,,True,True,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
50727,DJ'S BAR & GRILL                        ,77424300,GROUND FLOOR                            ,FAIRVIEW                                          ,AB,T0H 1L0   ,,,(780) 835-4606  ,,,Restaurant,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Restaurant
50728,AD LIQUOR MART                          ,77424700,11836 WAYNE GRETZKY DRIVE NORTHBOUND NW ,EDMONTON                                          ,AB,T5B 4L3   ,,,(587) 524-0280  ,,,Liquor Store,adliquormart@gmail.com                  ,10:00AM,12:00AM,10:00AM,12:00AM,10:00AM,12:00AM,10:00AM,1:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,12:00AM,,,,,"AMEX, Cheque, Debit, MasterCard, Visa",True,True,True,False,True,True,False,False,False,False,,,,,False,False,Liquor Store
50730,THIRSTY'S LIQUOR & COLD BEER            ,77424900,5012 50 AVENUE                          ,EDGERTON                                          ,AB,T0B 1K0   ,52.759687,-110.459746,(780) 755-2333  ,,,Liquor Store,thirstyliquorstore@gmail.com            ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Liquor Store
50731,JAYELLES CONVENIENCE STORE & GAS BAR    ,77425100,HIGHWAY 666                             ,GROVEDALE                                         ,AB,T8V 6X2   ,,,(780) 532-4243  ,,,General Store,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,General Store
50732,HIGH RIVER LIQUOR STORE                 ,77426000,509A CENTRE STREET SW                   ,HIGH RIVER                                        ,AB,T1V 2C2   ,50.577977,-113.871503,(403) 652-2004  ,,,Liquor Store,highriverliquorestore@gmail.com         ,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,11:00am,8:00pm,,,,,,True,True,True,False,True,False,True,True,True,False,,,,False,False,False,Liquor Store
50733,EASTSIDE LIQUOR STORE                   ,77426100,1203 16 STREET SE                       ,HIGH RIVER                                        ,AB,T1V 2B1   ,50.571132,-113.844515,(403) 652-3635  ,,,Liquor Store,highriverliquorstore@gmail.com          ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Liquor Store
50734,ACE LIQUOR DISCOUNTER AT GENESIS ON THE ,77426900,LAKES                                   ,STONY PLAIN                                       ,AB,T7Z 0G3   ,,,(780) 963-2960  ,,,Liquor Store,ls594@lsgp.ca                           ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,True,False,Liquor Store
50736,PIPERS PUB & PIZZA                      ,77429300,2103 110 STREET  NW                     ,EDMONTON                                          ,AB,T6J 6P6   ,,,(780) 436-7942  ,,,Restaurant,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Restaurant
50737,HIDDEN SPOT                             ,77429800,125-2323 32 AVENUE NE                   ,CALGARY                                           ,AB,T2E 6Z3   ,,,(403) 457-9565  ,,,Community Centre,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Community Centre
50738,LIQUOR DEPOT AT WESTGATE                ,77430200,101-11535 WESTGATE DRIVE                ,GRANDE PRAIRIE                                    ,AB,T8V 3B1   ,55.172771,-118.842966,(780) 513-5111  ,,,Liquor Store,1010023store@liquordepot.ca             ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,True,False,Liquor Store
50739,SUNSHINE LIQUOR STORE                   ,77430300,5114 50 AVENUE                          ,LAMONT                                            ,AB,T0B 2R0   ,53.760094,-112.785388,(780) 579-2994  ,,,Liquor Store,Byung67@hotmail.com                     ,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,8:00pm,10:00am,9:00pm,10:00am,9:00pm,10:00am,8:00pm,,,,,,False,False,False,False,False,False,True,False,False,False,,,,,False,False,Liquor Store
50740,NO FRILLS LIQUOR                        ,77430500,401-100 RAINBOW ROAD                    ,CHESTERMERE                                       ,AB,T1X 0A9   ,,,(403) 273-9003  ,,,Liquor Store,mon01695@loblaw.ca                      ,10:00am,10:00pm,10:00am,10:00am,10:00am,10,10:00am,10:00am,10:00am,10:00am,10:00am,10:00am,10:00am,8:00am,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,True,False,Liquor Store
50741,JEANNE & PETER LOUGHEED PERFORMING ARTS ,77430800,CENTRE                                  ,CAMROSE                                           ,AB,T4V 5J1   ,,,(780) 608-2924  ,,,Community Centre,staceyb@camroselive.ca                  ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Community Centre
50742,KRANG SPIRITS INC.                      ,77431200,315 1 STREET EAST                       ,COCHRANE                                          ,AB,T4C 1Z2   ,,,(403) 630-2431  ,,,Distillery/Brewery,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Distillery/Brewery
50743,BOW THEATRE                             ,77431400,229 5 AVENUE WEST                       ,BOW ISLAND                                        ,AB,T0K 0G0   ,,,                ,,,Community Centre,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Community Centre
50744,SEXSMITH HOTEL                          ,77432200,9807 100 STREET                         ,SEXSMITH                                          ,AB,T0H 3C0   ,,,(780) 568-3920  ,,,Hotel,sexsmith3920@gmail.com                  ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Hotel
50745,SANDY LANE LIQUOR STORE                 ,77432500,15610 95 AVENUE NW                      ,EDMONTON                                          ,AB,T5P 0A4   ,53.531968,-113.591538,(780) 944-1144  ,,,Liquor Store,info@sandylaneliquor.com                ,10:00AM,10:00PM,10:00PM,10:00PM,10:00AM,10:00PM,10:00AM,10:00PM,10:00AM,10:00PM,10:00AM,10:00PM,10:00AM,10:00PM,,,,,"Debit, MasterCard, Visa",False,False,False,False,False,False,False,False,False,,,,,,False,False,Liquor Store
50746,ACE LIQUOR DISCOUNTER AT MANNING TOWN   ,77433000,15728 37 STREET NW                      ,EDMONTON                                          ,AB,T5Y 0S5   ,53.618829,-113.399082,(780) 457-4558  ,https://www.liquordepot.ca/,,Liquor Store,1010595store@lsgp.ca                    ,10:00am,11:00pm,10:00am,11:00pm,10:00am,11:00pm,10:00am,11:00pm,10:00am,12:00am,10:00am,12:00am,10:00am,9:00pm,,,,,"Cash, Mastercard, Visa, American Express, Apple Pay",False,True,False,False,True,False,False,False,False,True,,,,,True,False,Liquor Store
50747,MCRAYS ROADHOUSE AND GRILL              ,77433400,385 GREGOIRE DRIVE                      ,FORT MCMURRAY                                     ,AB,T9H 4K7   ,,,(780) 790-1688  ,,,Restaurant,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Restaurant
50748,TOWNHOUSE LIQUOR                        ,77434500,226 BEAR STREET                         ,BANFF                                             ,AB,T1L 1B7   ,51.178205,-115.572143,(403) 762-8434  ,,,Liquor Store,Townhouseliquor@gmail.com               ,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,10:00am,12:00am,,,,,,False,True,False,False,True,True,False,True,False,True,,,,False,False,False,Liquor Store
50749,LA VIENA ITALIAN RESTAURANT & LOUNGE    ,77435300,802 16 AVENUE NW                        ,CALGARY                                           ,AB,T2M 0J9   ,,,(403) 283-3063  ,,,Restaurant,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Restaurant
50750,SOBEYS LIQUOR (COLD LAKE SOUTH)         ,77436500,5004 50 AVENUE                          ,COLD LAKE                                         ,AB,T9M 1P3   ,54.413531,-110.205616,(780) 594-7300  ,,,Liquor Store,swcb5071coldlakesouth@sobeys.com        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,True,False,Liquor Store
50751,BOSTON PIZZA ALBANY                     ,77437900,12788 167 AVENUE NW                     ,EDMONTON                                          ,AB,T6V 1J6   ,,,(780) 757-2747  ,,,Restaurant,lawrencea1@bostonpizza.com              ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Restaurant
50752,EVOLUTION GOLF                          ,77439100,13807 156 STREET NW                     ,EDMONTON                                          ,AB,T6V 1J1   ,,,(780) 482-4652  ,,,Community Centre,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Community Centre
50753,CHEZ PIERRE CABARET                     ,77439300,10040 105 STREET NW                     ,EDMONTON                                          ,AB,T5J 1C3   ,,,(780) 423-2707  ,,,Restaurant,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Restaurant
50754,SHERWOOD BOWL                           ,77439700,301-975 FIR STREET                      ,SHERWOOD PARK                                     ,AB,T8A 4N5   ,,,(780) 464-2100  ,,,Community Centre,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Community Centre
50755,DESIGN WORKS CENTRE                     ,77439900,6 KNOWLEDGE WAY                         ,GRANDE PRAIRIE                                    ,AB,T8W 2V9   ,,,(780) 513-5251  ,,,Community Centre,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Community Centre
50756,MAINSTREET PUBLIC HOUSE                 ,77440800,4920 50 AVENUE                          ,GIBBONS                                           ,AB,T0A 1N0   ,,,(780) 578-6255  ,,,Restaurant,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Restaurant
50757,STRATHCONA SPIRITS                      ,77441200,10122 81 AVENUE NW                      ,EDMONTON                                          ,AB,T6E 1X1   ,,,(780) 887-9393  ,,,Distillery/Brewery,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Distillery/Brewery
50758,BOSTON PIZZA                            ,77441300,MANNING TOWNE CENTRE                    ,EDMONTON                                          ,AB,T5Y 2N9   ,,,(780) 761-2177  ,,,Restaurant,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Restaurant
50759,VALLEY LIQUOR HOUSE                     ,77442000,10824 102 AVENUE NW                     ,EDMONTON                                          ,AB,T5J 0G3   ,53.543242,-113.507704,(587) 336-7666  ,www.valleyliquorhouse.com,,Liquor Store,jin32x@gmail.com                        ,10:00am,11:45pm,10:00am,11:45pm,10:00am,11:45pm,10:00am,11:45pm,10:00am,2:00am,10:00am,2:00am,12:00pm,11:45pm,,,,,,False,False,False,False,False,False,False,False,False,False,,,,,False,False,Liquor Store
50760,DRAKE PUB AND INN                       ,77442500,909 RAILWAY AVENUE                      ,CANMORE                                           ,AB,T1W 1P3   ,,,(403) 675-2206  ,,,Hotel,david@drakepub.ca                       ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Hotel
50761,DENNY'S RESTAURANT                      ,77442600,117 BOWRIDGE DRIVE NW                   ,CALGARY                                           ,AB,T3B 3R6   ,,,(403) 247-2218  ,,,Restaurant,                                        ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Restaurant
50762,BEST WESTERN CEDAR PARK INN             ,77442700,5116 GATEWAY BOULEVARD NW               ,EDMONTON                                          ,AB,T6H 2H4   ,,,(780) 434-7411  ,,,Hotel,accounting@cedarparkinn.com             ,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,False,False,Hotel
50763,BOSS LIQUOR                             ,77442900,1531 LAKEWOOD ROAD WEST                 ,EDMONTON                                          ,AB,T6K 3S4   ,53.458078,-113.460933,(780) 761-2677  ,bossliquor.com,,Liquor Store,                                        ,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,,,,,,False,False,False,False,False,False,False,False,True,False,,,,,False,False,Liquor Store
